Nationality,Address,Country,Postal,Email_ID,Mobile,Status,error_log
SINGAPORE CITIZEN ,Address line 1: 6844,SINGAPORE,568319,UNIQUEmailid6865@gmail.com,UNIQUEPHONE6865,,
SINGAPORE CITIZEN ,Address line 1: 6845,SINGAPORE,520369,UNIQUEmailid6866@gmail.com,UNIQUEPHONE6866,,
SINGAPORE CITIZEN ,Address line 1: 6846,SINGAPORE,642218,UNIQUEmailid6867@gmail.com,UNIQUEPHONE6867,,
SINGAPORE CITIZEN ,Address line 1: 6847,SINGAPORE,799406,,,,
MALAYSIANS        ,Address line 1: 6848,MALAYSIA,,,,,
SINGAPORE CITIZEN ,Address line 1: 6849,SINGAPORE,750307,,,,
MALAYSIANS        ,Address line 1: 6850,SINGAPORE,200028,,,,
SINGAPORE CITIZEN ,Address line 1: 6851,SINGAPORE,529892,UNIQUEmailid6872@gmail.com,UNIQUEPHONE6872,,
SINGAPORE CITIZEN ,Address line 1: 6852,SINGAPORE,487688,UNIQUEmailid6873@gmail.com,UNIQUEPHONE6873,,
SINGAPORE CITIZEN ,Address line 1: 6853,SINGAPORE,597625,UNIQUEmailid6874@gmail.com,UNIQUEPHONE6874,,
SINGAPORE CITIZEN ,Address line 1: 6854,SINGAPORE,560521,,,,
SINGAPORE CITIZEN ,Address line 1: 6855,SINGAPORE,357905,UNIQUEmailid6876@gmail.com,UNIQUEPHONE6876,,
SINGAPORE CITIZEN ,Address line 1: 6856,SINGAPORE,509307,UNIQUEmailid6877@gmail.com,UNIQUEPHONE6877,,
SINGAPORE CITIZEN ,Address line 1: 6857,SINGAPORE,469337,,,,
SINGAPORE CITIZEN ,Address line 1: 6858,SINGAPORE,150116,UNIQUEmailid6879@gmail.com,UNIQUEPHONE6879,,
SINGAPORE CITIZEN ,Address line 1: 6859,SINGAPORE,312099,UNIQUEmailid6880@gmail.com,UNIQUEPHONE6880,,
SINGAPORE PR      ,Address line 1: 6860,SINGAPORE,266331,UNIQUEmailid6881@gmail.com,UNIQUEPHONE6881,,
SINGAPORE CITIZEN ,Address line 1: 6861,SINGAPORE,642662,,,,
SINGAPORE CITIZEN ,Address line 1: 6862,SINGAPORE,140171,,,,
SINGAPORE CITIZEN ,Address line 1: 6863,SINGAPORE,310121,,,,
SINGAPORE CITIZEN ,Address line 1: 6864,SINGAPORE,791455,,,,
SINGAPORE CITIZEN ,Address line 1: 6865,SINGAPORE,460062,,,,
SINGAPORE CITIZEN ,Address line 1: 6866,SINGAPORE,311138,UNIQUEmailid6887@gmail.com,UNIQUEPHONE6887,,
SINGAPORE CITIZEN ,Address line 1: 6867,SINGAPORE,544122,UNIQUEmailid6888@gmail.com,UNIQUEPHONE6888,,
SINGAPORE CITIZEN ,Address line 1: 6868,SINGAPORE,528597,,,,
SINGAPORE CITIZEN ,Address line 1: 6869,SINGAPORE,525497,UNIQUEmailid6890@gmail.com,UNIQUEPHONE6890,,
SINGAPORE CITIZEN ,Address line 1: 6870,SINGAPORE,276952,UNIQUEmailid6891@gmail.com,UNIQUEPHONE6891,,
SINGAPORE CITIZEN ,Address line 1: 6871,SINGAPORE,510538,UNIQUEmailid6892@gmail.com,UNIQUEPHONE6892,,
SINGAPORE PR      ,Address line 1: 6872,SINGAPORE,456644,,,,
SINGAPORE CITIZEN ,Address line 1: 6873,SINGAPORE,419400,UNIQUEmailid6894@gmail.com,UNIQUEPHONE6894,,
SINGAPORE CITIZEN ,Address line 1: 6874,SINGAPORE,520222,UNIQUEmailid6895@gmail.com,UNIQUEPHONE6895,,
SINGAPORE CITIZEN ,Address line 1: 6875,SINGAPORE,670177,UNIQUEmailid6896@gmail.com,UNIQUEPHONE6896,,
SINGAPORE CITIZEN ,Address line 1: 6876,SINGAPORE,570243,,,,
SINGAPORE CITIZEN ,Address line 1: 6877,SINGAPORE,560587,,,,
SINGAPORE CITIZEN ,Address line 1: 6878,SINGAPORE,460040,,,,
SINGAPORE CITIZEN ,Address line 1: 6879,SINGAPORE,570161,UNIQUEmailid6900@gmail.com,UNIQUEPHONE6900,,
SINGAPORE CITIZEN ,Address line 1: 6880,SINGAPORE,276692,UNIQUEmailid6901@gmail.com,UNIQUEPHONE6901,,
SINGAPORE CITIZEN ,Address line 1: 6881,SINGAPORE,350114,UNIQUEmailid6902@gmail.com,UNIQUEPHONE6902,,
SINGAPORE CITIZEN ,Address line 1: 6882,SINGAPORE,330006,,,,
MALAYSIANS        ,Address line 1: 6883,MALAYSIA,,,,,
SINGAPORE CITIZEN ,Address line 1: 6884,SINGAPORE,560330,,,,
SINGAPORE CITIZEN ,Address line 1: 6885,SINGAPORE,648440,UNIQUEmailid6906@gmail.com,UNIQUEPHONE6906,,
SINGAPORE CITIZEN ,Address line 1: 6886,SINGAPORE,310179,,,,
SINGAPORE CITIZEN ,Address line 1: 6887,SINGAPORE,259135,,,,
SINGAPORE CITIZEN ,Address line 1: 6888,SINGAPORE,680158,UNIQUEmailid6909@gmail.com,UNIQUEPHONE6909,,
SINGAPORE CITIZEN ,Address line 1: 6889,SINGAPORE,219067,UNIQUEmailid6910@gmail.com,UNIQUEPHONE6910,,
SINGAPORE CITIZEN ,Address line 1: 6890,SINGAPORE,752501,UNIQUEmailid6911@gmail.com,UNIQUEPHONE6911,,
SINGAPORE CITIZEN ,Address line 1: 6891,SINGAPORE,456843,,,,
SINGAPORE CITIZEN ,Address line 1: 6892,SINGAPORE,277577,,,,
SINGAPORE PR      ,Address line 1: 6893,SINGAPORE,753354,UNIQUEmailid6914@gmail.com,UNIQUEPHONE6914,,
SINGAPORE CITIZEN ,Address line 1: 6894,SINGAPORE,575577,UNIQUEmailid6915@gmail.com,UNIQUEPHONE6915,,
SINGAPORE CITIZEN ,Address line 1: 6895,SINGAPORE,542307,,,,
SINGAPORE PR      ,Address line 1: 6896,SINGAPORE,589650,UNIQUEmailid6917@gmail.com,UNIQUEPHONE6917,,
SINGAPORE CITIZEN ,Address line 1: 6897,SINGAPORE,398089,,,,
SINGAPORE CITIZEN ,Address line 1: 6898,SINGAPORE,440064,,,,
SINGAPORE CITIZEN ,Address line 1: 6899,SINGAPORE,760604,UNIQUEmailid6920@gmail.com,UNIQUEPHONE6920,,
SINGAPORE CITIZEN ,Address line 1: 6900,SINGAPORE,730504,,,,
SINGAPORE CITIZEN ,Address line 1: 6901,SINGAPORE,575572,UNIQUEmailid6922@gmail.com,UNIQUEPHONE6922,,
SINGAPORE CITIZEN ,Address line 1: 6902,SINGAPORE,546407,UNIQUEmailid6923@gmail.com,UNIQUEPHONE6923,,
SINGAPORE CITIZEN ,Address line 1: 6903,SINGAPORE,640558,UNIQUEmailid6924@gmail.com,UNIQUEPHONE6924,,
MALAYSIANS        ,Address line 1: 6904,SINGAPORE,650222,UNIQUEmailid6925@gmail.com,UNIQUEPHONE6925,,
SINGAPORE PR      ,Address line 1: 6905,SINGAPORE,398084,,,,
SINGAPORE CITIZEN ,Address line 1: 6906,SINGAPORE,786645,,,,
SINGAPORE CITIZEN ,Address line 1: 6907,SINGAPORE,489929,,,,
SINGAPORE CITIZEN ,Address line 1: 6908,SINGAPORE,670413,UNIQUEmailid6929@gmail.com,UNIQUEPHONE6929,,
SINGAPORE CITIZEN ,Address line 1: 6909,SINGAPORE,760658,,,,
SINGAPORE CITIZEN ,Address line 1: 6910,SINGAPORE,536356,UNIQUEmailid6931@gmail.com,UNIQUEPHONE6931,,
SINGAPORE CITIZEN ,Address line 1: 6911,SINGAPORE,530159,,,,
SINGAPORE CITIZEN ,Address line 1: 6912,SINGAPORE,128047,,,,
SINGAPORE CITIZEN ,Address line 1: 6913,SINGAPORE,259283,,,,
SINGAPORE CITIZEN ,Address line 1: 6914,SINGAPORE,689670,UNIQUEmailid6935@gmail.com,UNIQUEPHONE6935,,
SINGAPORE CITIZEN ,Address line 1: 6915,SINGAPORE,560465,,,,
SINGAPORE CITIZEN ,Address line 1: 6916,SINGAPORE,551234,UNIQUEmailid6937@gmail.com,UNIQUEPHONE6937,,
SINGAPORE CITIZEN ,Address line 1: 6917,SINGAPORE,509741,UNIQUEmailid6938@gmail.com,UNIQUEPHONE6938,,
SINGAPORE CITIZEN ,Address line 1: 6918,SINGAPORE,670650,UNIQUEmailid6939@gmail.com,UNIQUEPHONE6939,,
SINGAPORE PR      ,Address line 1: 6919,SINGAPORE,680625,UNIQUEmailid6940@gmail.com,UNIQUEPHONE6940,,
SINGAPORE CITIZEN ,Address line 1: 6920,SINGAPORE,806685,UNIQUEmailid6941@gmail.com,UNIQUEPHONE6941,,
SINGAPORE CITIZEN ,Address line 1: 6921,SINGAPORE,598731,UNIQUEmailid6942@gmail.com,UNIQUEPHONE6942,,
SINGAPORE CITIZEN ,Address line 1: 6922,SINGAPORE,760343,UNIQUEmailid6943@gmail.com,UNIQUEPHONE6943,,
SINGAPORE CITIZEN ,Address line 1: 6923,SINGAPORE,486442,,,,
SINGAPORE CITIZEN ,Address line 1: 6924,SINGAPORE,541260,UNIQUEmailid6945@gmail.com,UNIQUEPHONE6945,,
SINGAPORE CITIZEN ,Address line 1: 6925,SINGAPORE,560230,UNIQUEmailid6946@gmail.com,UNIQUEPHONE6946,,
SINGAPORE PR      ,Address line 1: 6926,SINGAPORE,534025,UNIQUEmailid6947@gmail.com,UNIQUEPHONE6947,,
SINGAPORE PR      ,Address line 1: 6927,SINGAPORE,529776,UNIQUEmailid6948@gmail.com,UNIQUEPHONE6948,,
SINGAPORE CITIZEN ,Address line 1: 6928,SINGAPORE,544988,,,,
SINGAPORE CITIZEN ,Address line 1: 6929,SINGAPORE,670120,,,,
SINGAPORE CITIZEN ,Address line 1: 6930,SINGAPORE,436928,UNIQUEmailid6951@gmail.com,UNIQUEPHONE6951,,
SINGAPORE CITIZEN ,Address line 1: 6931,SINGAPORE,670537,UNIQUEmailid6952@gmail.com,UNIQUEPHONE6952,,
SINGAPORE CITIZEN ,Address line 1: 6932,SINGAPORE,561588,,,,
SINGAPORE CITIZEN ,Address line 1: 6933,SINGAPORE,520257,UNIQUEmailid6954@gmail.com,UNIQUEPHONE6954,,
SINGAPORE CITIZEN ,Address line 1: 6934,SINGAPORE,640756,,,,
SINGAPORE CITIZEN ,Address line 1: 6935,SINGAPORE,465625,UNIQUEmailid6956@gmail.com,UNIQUEPHONE6956,,
SINGAPORE CITIZEN ,Address line 1: 6936,SINGAPORE,398074,,,,
SINGAPORE CITIZEN ,Address line 1: 6937,SINGAPORE,510419,,,,
SINGAPORE CITIZEN ,Address line 1: 6938,SINGAPORE,460067,UNIQUEmailid6959@gmail.com,UNIQUEPHONE6959,,
SINGAPORE CITIZEN ,Address line 1: 6939,SINGAPORE,556653,UNIQUEmailid6960@gmail.com,UNIQUEPHONE6960,,
SINGAPORE CITIZEN ,Address line 1: 6940,SINGAPORE,160094,UNIQUEmailid6961@gmail.com,UNIQUEPHONE6961,,
SINGAPORE CITIZEN ,Address line 1: 6941,SINGAPORE,409576,UNIQUEmailid6962@gmail.com,UNIQUEPHONE6962,,
SINGAPORE CITIZEN ,Address line 1: 6942,SINGAPORE,611338,,,,
SINGAPORE CITIZEN ,Address line 1: 6943,SINGAPORE,680401,UNIQUEmailid6964@gmail.com,UNIQUEPHONE6964,,
SINGAPORE CITIZEN ,Address line 1: 6944,SINGAPORE,540110,,,,
SINGAPORE CITIZEN ,Address line 1: 6945,SINGAPORE,570140,,,,
SINGAPORE CITIZEN ,Address line 1: 6946,SINGAPORE,610333,UNIQUEmailid6967@gmail.com,UNIQUEPHONE6967,,
MALAYSIANS        ,Address line 1: 6947,MALAYSIA,13000,UNIQUEmailid6968@gmail.com,UNIQUEPHONE6968,,
SINGAPORE CITIZEN ,Address line 1: 6948,SINGAPORE,640547,,,,
SINGAPORE CITIZEN ,Address line 1: 6949,SINGAPORE,180271,,,,
SINGAPORE CITIZEN ,Address line 1: 6950,SINGAPORE,670155,UNIQUEmailid6971@gmail.com,UNIQUEPHONE6971,,
SINGAPORE CITIZEN ,Address line 1: 6951,SINGAPORE,101092,,,,
SINGAPORE CITIZEN ,Address line 1: 6952,SINGAPORE,680554,,,,
SINGAPORE PR      ,Address line 1: 6953,SINGAPORE,787083,UNIQUEmailid6974@gmail.com,UNIQUEPHONE6974,,
SINGAPORE CITIZEN ,Address line 1: 6954,SINGAPORE,398026,UNIQUEmailid6975@gmail.com,UNIQUEPHONE6975,,
SINGAPORE CITIZEN ,Address line 1: 6955,SINGAPORE,510416,UNIQUEmailid6976@gmail.com,UNIQUEPHONE6976,,
SINGAPORE CITIZEN ,Address line 1: 6956,SINGAPORE,730124,UNIQUEmailid6977@gmail.com,UNIQUEPHONE6977,,
SINGAPORE CITIZEN ,Address line 1: 6957,SINGAPORE,536028,,,,
SINGAPORE CITIZEN ,Address line 1: 6958,SINGAPORE,761336,UNIQUEmailid6979@gmail.com,UNIQUEPHONE6979,,
SINGAPORE CITIZEN ,Address line 1: 6959,SINGAPORE,200803,UNIQUEmailid6980@gmail.com,UNIQUEPHONE6980,,
SINGAPORE CITIZEN ,Address line 1: 6960,SINGAPORE,486842,,,,
SINGAPORE CITIZEN ,Address line 1: 6961,SINGAPORE,542267,,,,
SINGAPORE CITIZEN ,Address line 1: 6962,SINGAPORE,389757,UNIQUEmailid6983@gmail.com,UNIQUEPHONE6983,,
SINGAPORE PR      ,Address line 1: 6963,SINGAPORE,536060,,,,
SINGAPORE CITIZEN ,Address line 1: 6964,SINGAPORE,560614,,,,
SINGAPORE CITIZEN ,Address line 1: 6965,SINGAPORE,520367,,,,
SINGAPORE CITIZEN ,Address line 1: 6966,SINGAPORE,807882,UNIQUEmailid6987@gmail.com,UNIQUEPHONE6987,,
SINGAPORE CITIZEN ,Address line 1: 6967,SINGAPORE,672636,UNIQUEmailid6988@gmail.com,UNIQUEPHONE6988,,
SINGAPORE PR      ,Address line 1: 6968,SINGAPORE,648322,UNIQUEmailid6989@gmail.com,UNIQUEPHONE6989,,
SINGAPORE CITIZEN ,Address line 1: 6969,SINGAPORE,578024,,,,
SINGAPORE CITIZEN ,Address line 1: 6970,SINGAPORE,455089,UNIQUEmailid6991@gmail.com,UNIQUEPHONE6991,,
SINGAPORE CITIZEN ,Address line 1: 6971,SINGAPORE,437431,UNIQUEmailid6992@gmail.com,UNIQUEPHONE6992,,
SINGAPORE CITIZEN ,Address line 1: 6972,SINGAPORE,100087,UNIQUEmailid6993@gmail.com,UNIQUEPHONE6993,,
SINGAPORE CITIZEN ,Address line 1: 6973,SINGAPORE,640687,UNIQUEmailid6994@gmail.com,UNIQUEPHONE6994,,
SINGAPORE CITIZEN ,Address line 1: 6974,SINGAPORE,753356,UNIQUEmailid6995@gmail.com,UNIQUEPHONE6995,,
SINGAPORE CITIZEN ,Address line 1: 6975,SINGAPORE,760651,,,,
SINGAPORE CITIZEN ,Address line 1: 6976,SINGAPORE,820296,UNIQUEmailid6997@gmail.com,UNIQUEPHONE6997,,
SINGAPORE CITIZEN ,Address line 1: 6977,SINGAPORE,650363,UNIQUEmailid6998@gmail.com,UNIQUEPHONE6998,,
SINGAPORE CITIZEN ,Address line 1: 6978,SINGAPORE,400417,UNIQUEmailid6999@gmail.com,UNIQUEPHONE6999,,
SINGAPORE CITIZEN ,Address line 1: 6979,SINGAPORE,806716,,,,
SINGAPORE CITIZEN ,Address line 1: 6980,SINGAPORE,160065,UNIQUEmailid7001@gmail.com,UNIQUEPHONE7001,,
SINGAPORE CITIZEN ,Address line 1: 6981,SINGAPORE,127470,,,,
SINGAPORE CITIZEN ,Address line 1: 6982,SINGAPORE,912304,UNIQUEmailid7003@gmail.com,UNIQUEPHONE7003,,
SINGAPORE CITIZEN ,Address line 1: 6983,SINGAPORE,530140,UNIQUEmailid7004@gmail.com,UNIQUEPHONE7004,,
SINGAPORE CITIZEN ,Address line 1: 6984,SINGAPORE,604287,,,,
SINGAPORE CITIZEN ,Address line 1: 6985,SINGAPORE,788271,,,,
SINGAPORE CITIZEN ,Address line 1: 6986,SINGAPORE,210682,UNIQUEmailid7007@gmail.com,UNIQUEPHONE7007,,
SINGAPORE PR      ,Address line 1: 6987,SINGAPORE,120316,UNIQUEmailid7008@gmail.com,UNIQUEPHONE7008,,
SINGAPORE CITIZEN ,Address line 1: 6988,SINGAPORE,486795,UNIQUEmailid7009@gmail.com,UNIQUEPHONE7009,,
SINGAPORE CITIZEN ,Address line 1: 6989,SINGAPORE,575800,UNIQUEmailid7010@gmail.com,UNIQUEPHONE7010,,
SINGAPORE CITIZEN ,Address line 1: 6990,SINGAPORE,670624,UNIQUEmailid7011@gmail.com,UNIQUEPHONE7011,,
SINGAPORE CITIZEN ,Address line 1: 6991,SINGAPORE,460415,,,,
SINGAPORE CITIZEN ,Address line 1: 6992,SINGAPORE,150116,UNIQUEmailid7013@gmail.com,UNIQUEPHONE7013,,
SINGAPORE CITIZEN ,Address line 1: 6993,SINGAPORE,459261,UNIQUEmailid7014@gmail.com,UNIQUEPHONE7014,,
SINGAPORE CITIZEN ,Address line 1: 6994,SINGAPORE,579233,UNIQUEmailid7015@gmail.com,UNIQUEPHONE7015,,
SINGAPORE CITIZEN ,Address line 1: 6995,SINGAPORE,258421,,,,
SINGAPORE CITIZEN ,Address line 1: 6996,SINGAPORE,540245,,,,
SINGAPORE CITIZEN ,Address line 1: 6997,SINGAPORE,91017,,,,
SINGAPORE CITIZEN ,Address line 1: 6998,SINGAPORE,479245,UNIQUEmailid7019@gmail.com,UNIQUEPHONE7019,,
SINGAPORE CITIZEN ,Address line 1: 6999,SINGAPORE,219592,,,,
SINGAPORE PR      ,Address line 1: 7000,SINGAPORE,127715,UNIQUEmailid7021@gmail.com,UNIQUEPHONE7021,,
SINGAPORE CITIZEN ,Address line 1: 7001,SINGAPORE,669030,UNIQUEmailid7022@gmail.com,UNIQUEPHONE7022,,
SINGAPORE CITIZEN ,Address line 1: 7002,SINGAPORE,462219,,,,
SINGAPORE CITIZEN ,Address line 1: 7003,SINGAPORE,466827,UNIQUEmailid7024@gmail.com,UNIQUEPHONE7024,,
SINGAPORE CITIZEN ,Address line 1: 7004,SINGAPORE,460424,UNIQUEmailid7025@gmail.com,UNIQUEPHONE7025,,
SINGAPORE PR      ,Address line 1: 7005,SINGAPORE,730369,UNIQUEmailid7026@gmail.com,UNIQUEPHONE7026,,
SINGAPORE CITIZEN ,Address line 1: 7006,SINGAPORE,680605,,,,
SINGAPORE CITIZEN ,Address line 1: 7007,SINGAPORE,269349,UNIQUEmailid7028@gmail.com,UNIQUEPHONE7028,,
SINGAPORE CITIZEN ,Address line 1: 7008,SINGAPORE,479264,UNIQUEmailid7029@gmail.com,UNIQUEPHONE7029,,
SINGAPORE CITIZEN ,Address line 1: 7009,SINGAPORE,680767,UNIQUEmailid7030@gmail.com,UNIQUEPHONE7030,,
SINGAPORE PR      ,Address line 1: 7010,SINGAPORE,824274,UNIQUEmailid7031@gmail.com,UNIQUEPHONE7031,,
SINGAPORE CITIZEN ,Address line 1: 7011,SINGAPORE,820132,UNIQUEmailid7032@gmail.com,UNIQUEPHONE7032,,
SINGAPORE CITIZEN ,Address line 1: 7012,SINGAPORE,760737,,,,
SINGAPORE CITIZEN ,Address line 1: 7013,SINGAPORE,429470,UNIQUEmailid7034@gmail.com,UNIQUEPHONE7034,,
SINGAPORE CITIZEN ,Address line 1: 7014,SINGAPORE,689863,UNIQUEmailid7035@gmail.com,UNIQUEPHONE7035,,
SINGAPORE CITIZEN ,Address line 1: 7015,SINGAPORE,730807,,,,
SINGAPORE CITIZEN ,Address line 1: 7016,SINGAPORE,457762,,,,
SINGAPORE PR      ,Address line 1: 7017,SINGAPORE,650386,UNIQUEmailid7038@gmail.com,UNIQUEPHONE7038,,
SINGAPORE CITIZEN ,Address line 1: 7018,SINGAPORE,730877,,,,
SINGAPORE CITIZEN ,Address line 1: 7019,SINGAPORE,609776,,,,
SINGAPORE PR      ,Address line 1: 7020,SINGAPORE,760861,UNIQUEmailid7041@gmail.com,UNIQUEPHONE7041,,
SINGAPORE CITIZEN ,Address line 1: 7021,SINGAPORE,534078,UNIQUEmailid7042@gmail.com,UNIQUEPHONE7042,,
SINGAPORE CITIZEN ,Address line 1: 7022,SINGAPORE,823615,,,,
SINGAPORE CITIZEN ,Address line 1: 7023,SINGAPORE,400301,UNIQUEmailid7044@gmail.com,UNIQUEPHONE7044,,
SINGAPORE CITIZEN ,Address line 1: 7024,SINGAPORE,680617,UNIQUEmailid7045@gmail.com,UNIQUEPHONE7045,,
SINGAPORE CITIZEN ,Address line 1: 7025,SINGAPORE,520260,UNIQUEmailid7046@gmail.com,UNIQUEPHONE7046,,
SINGAPORE CITIZEN ,Address line 1: 7026,SINGAPORE,128163,UNIQUEmailid7047@gmail.com,UNIQUEPHONE7047,,
SINGAPORE CITIZEN ,Address line 1: 7027,SINGAPORE,541205,UNIQUEmailid7048@gmail.com,UNIQUEPHONE7048,,
SINGAPORE PR      ,Address line 1: 7028,SINGAPORE,120338,,,,
SINGAPORE CITIZEN ,Address line 1: 7029,SINGAPORE,805621,,,,
SINGAPORE CITIZEN ,Address line 1: 7030,SINGAPORE,670630,UNIQUEmailid7051@gmail.com,UNIQUEPHONE7051,,
SINGAPORE CITIZEN ,Address line 1: 7031,SINGAPORE,760787,UNIQUEmailid7052@gmail.com,UNIQUEPHONE7052,,
SINGAPORE CITIZEN ,Address line 1: 7032,SINGAPORE,310204,,,,
SINGAPORE CITIZEN ,Address line 1: 7033,SINGAPORE,229957,UNIQUEmailid7054@gmail.com,UNIQUEPHONE7054,,
SINGAPORE CITIZEN ,Address line 1: 7034,SINGAPORE,521110,,,,
SINGAPORE CITIZEN ,Address line 1: 7035,SINGAPORE,757058,UNIQUEmailid7056@gmail.com,UNIQUEPHONE7056,,
SINGAPORE CITIZEN ,Address line 1: 7036,SINGAPORE,456849,UNIQUEmailid7057@gmail.com,UNIQUEPHONE7057,,
SINGAPORE CITIZEN ,Address line 1: 7037,SINGAPORE,550122,,,,
SINGAPORE CITIZEN ,Address line 1: 7038,SINGAPORE,80104,,,,
SINGAPORE CITIZEN ,Address line 1: 7039,SINGAPORE,577744,UNIQUEmailid7060@gmail.com,UNIQUEPHONE7060,,
SINGAPORE CITIZEN ,Address line 1: 7040,SINGAPORE,464094,UNIQUEmailid7061@gmail.com,UNIQUEPHONE7061,,
SINGAPORE PR      ,Address line 1: 7041,SINGAPORE,768430,UNIQUEmailid7062@gmail.com,UNIQUEPHONE7062,,
SINGAPORE CITIZEN ,Address line 1: 7042,SINGAPORE,822107,,,,
SINGAPORE CITIZEN ,Address line 1: 7043,SINGAPORE,731184,,,,
SINGAPORE CITIZEN ,Address line 1: 7044,SINGAPORE,789628,UNIQUEmailid7065@gmail.com,UNIQUEPHONE7065,,
SINGAPORE PR      ,Address line 1: 7045,SINGAPORE,372017,UNIQUEmailid7066@gmail.com,UNIQUEPHONE7066,,
SINGAPORE CITIZEN ,Address line 1: 7046,SINGAPORE,525495,UNIQUEmailid7067@gmail.com,UNIQUEPHONE7067,,
SINGAPORE CITIZEN ,Address line 1: 7047,SINGAPORE,99200,UNIQUEmailid7068@gmail.com,UNIQUEPHONE7068,,
MALAYSIANS        ,Address line 1: 7048,MALAYSIA,,,,,
SINGAPORE CITIZEN ,Address line 1: 7049,SINGAPORE,455364,,,,
SINGAPORE CITIZEN ,Address line 1: 7050,SINGAPORE,576721,UNIQUEmailid7071@gmail.com,UNIQUEPHONE7071,,
SINGAPORE CITIZEN ,Address line 1: 7051,SINGAPORE,469983,,,,
SINGAPORE CITIZEN ,Address line 1: 7052,SINGAPORE,538905,,,,
SINGAPORE CITIZEN ,Address line 1: 7053,SINGAPORE,455116,,,,
SINGAPORE CITIZEN ,Address line 1: 7054,SINGAPORE,437159,,,,
SINGAPORE CITIZEN ,Address line 1: 7055,SINGAPORE,518205,,,,
SINGAPORE CITIZEN ,Address line 1: 7056,SINGAPORE,669561,UNIQUEmailid7077@gmail.com,UNIQUEPHONE7077,,
SINGAPORE CITIZEN ,Address line 1: 7057,SINGAPORE,289543,UNIQUEmailid7078@gmail.com,UNIQUEPHONE7078,,
SINGAPORE CITIZEN ,Address line 1: 7058,SINGAPORE,330054,UNIQUEmailid7079@gmail.com,UNIQUEPHONE7079,,
SINGAPORE CITIZEN ,Address line 1: 7059,SINGAPORE,560134,,,,
SINGAPORE CITIZEN ,Address line 1: 7060,SINGAPORE,600212,UNIQUEmailid7081@gmail.com,UNIQUEPHONE7081,,
SINGAPORE CITIZEN ,Address line 1: 7061,SINGAPORE,798593,,,,
SINGAPORE CITIZEN ,Address line 1: 7062,SINGAPORE,309195,UNIQUEmailid7083@gmail.com,UNIQUEPHONE7083,,
SINGAPORE CITIZEN ,Address line 1: 7063,SINGAPORE,680633,UNIQUEmailid7084@gmail.com,UNIQUEPHONE7084,,
SINGAPORE CITIZEN ,Address line 1: 7064,SINGAPORE,424803,,,,
SINGAPORE CITIZEN ,Address line 1: 7065,SINGAPORE,680681,UNIQUEmailid7086@gmail.com,UNIQUEPHONE7086,,
SINGAPORE CITIZEN ,Address line 1: 7066,SINGAPORE,730870,,,,
SINGAPORE CITIZEN ,Address line 1: 7067,SINGAPORE,750474,,,,
SINGAPORE CITIZEN ,Address line 1: 7068,SINGAPORE,680544,,,,
SINGAPORE CITIZEN ,Address line 1: 7069,SINGAPORE,787059,,,,
SINGAPORE CITIZEN ,Address line 1: 7070,SINGAPORE,530916,,,,
SINGAPORE CITIZEN ,Address line 1: 7071,SINGAPORE,570224,,,,
SINGAPORE CITIZEN ,Address line 1: 7072,SINGAPORE,760221,,,,
SINGAPORE CITIZEN ,Address line 1: 7073,SINGAPORE,556784,,,,
SINGAPORE PR      ,Address line 1: 7074,SINGAPORE,532365,UNIQUEmailid7095@gmail.com,UNIQUEPHONE7095,,
SINGAPORE CITIZEN ,Address line 1: 7075,SINGAPORE,640642,,,,
SINGAPORE CITIZEN ,Address line 1: 7076,SINGAPORE,648315,UNIQUEmailid7097@gmail.com,UNIQUEPHONE7097,,
SINGAPORE CITIZEN ,Address line 1: 7077,SINGAPORE,750300,UNIQUEmailid7098@gmail.com,UNIQUEPHONE7098,,
MALAYSIANS        ,Address line 1: 7078,MALAYSIA,,,,,
SINGAPORE CITIZEN ,Address line 1: 7079,SINGAPORE,530513,UNIQUEmailid7100@gmail.com,UNIQUEPHONE7100,,
SINGAPORE CITIZEN ,Address line 1: 7080,SINGAPORE,229666,UNIQUEmailid7101@gmail.com,UNIQUEPHONE7101,,
SINGAPORE CITIZEN ,Address line 1: 7081,SINGAPORE,449027,,,,
SINGAPORE CITIZEN ,Address line 1: 7082,SINGAPORE,469974,,,,
SINGAPORE CITIZEN ,Address line 1: 7083,SINGAPORE,120612,UNIQUEmailid7104@gmail.com,UNIQUEPHONE7104,,
SINGAPORE CITIZEN ,Address line 1: 7084,SINGAPORE,670241,,,,
SINGAPORE CITIZEN ,Address line 1: 7085,SINGAPORE,460082,,,,
SINGAPORE CITIZEN ,Address line 1: 7086,SINGAPORE,320108,,,,
SINGAPORE CITIZEN ,Address line 1: 7087,SINGAPORE,549971,,,,
SINGAPORE CITIZEN ,Address line 1: 7088,SINGAPORE,460185,,,,
SINGAPORE CITIZEN ,Address line 1: 7089,SINGAPORE,425292,UNIQUEmailid7110@gmail.com,UNIQUEPHONE7110,,
SINGAPORE CITIZEN ,Address line 1: 7090,SINGAPORE,753501,,,,
SINGAPORE CITIZEN ,Address line 1: 7091,SINGAPORE,588689,UNIQUEmailid7112@gmail.com,UNIQUEPHONE7112,,
SINGAPORE CITIZEN ,Address line 1: 7092,SINGAPORE,669172,,,,
SINGAPORE CITIZEN ,Address line 1: 7093,SINGAPORE,530363,,,,
SINGAPORE CITIZEN ,Address line 1: 7094,SINGAPORE,161118,,,,
